id_fila,producto_id,sku_orig,nombre_orig,accion,target_id,lab_real,lab_nuevo,nombre_propuesto,forma,molecula,presentacion,unidades,linea,fuente_desc,desc_candidata,foto_candidata,tier,score,motivo,aprobado
184,38299,ME36886,KETOROLAC TROMETAMINA 20 MG X 10 COMPRIMIDOS,crear,,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",si,KETOROLACO TROMETAMINA 20 MG X 10 COMPRIMIDOS,COMPRIMIDOS,Ketorolaco Trometamina,X 10 COMPRIMIDOS,10,Linea Farmacia,cobeca,KETOROLACO TROMETAMINA TAB 20MG X10 FMED,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51770.jpg,,,lab existe pero sin match >= T0,si
185,38311,ME42689,LAMOTRIGINA 100 MG X 30 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION LATTAN MEDIC, C.A.",si,LAMOTRIGINA 100 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Lamotrigina,X 30 TABLETAS,30,Linea Farmacia,cobeca,LAMOTRIGINA TAB 100MG X30 CR LATT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23029.jpg,,,lab sin productos en BD,si
186,38312,ME44647,LAMOTRIGINA 100 MG X 28 TABLETAS DE LIBERACION PROLONGADA,crear,,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",si,LAMOTRIGINA 100 MG X 28 TABLETAS DE LIBERACION PROLONGADA,TABLETAS,Lamotrigina,X 28 TABLETAS,28,Linea Farmacia,cobeca,LAMOTRIGINA TAB AD 100MG X28 CR CCM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20096.jpg,,,lab existe pero sin match >= T0,si
187,38324,ME44311,LERCANIDIPNO 20 MG X 30 TABLETAS RECUBIERTAS,crear,,"CALOX INTERNATIONAL, C.A.",no,LERCANIDIPINO 20 MG X 30 TABLETAS,TABLETAS,Lercanidipino,X 30 TABLETAS,30,Linea Farmacia,cobeca,LERCANIDIPINO TAB REC 20MG X30 CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51324.jpg,,,lab existe pero sin match >= T0,si
188,38328,ME37661,LETROZOL 2.5 MG X 30 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,LETROZOL 2.5 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Letrozol,X 30 TABLETAS,30,Linea Farmacia,cobeca,"LETROZOL TAB REC 2,5MG X30 CR MT",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53401.jpg,,,lab sin productos en BD,si
189,38331,ME43729,LEVETIRACETAM 500 MG X 30 TABLETAS RECUBIERTAS,crear,,"CORPORACION CLEOPHARMA, C.A.",si,LEVETIRACETAM 500 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Levetiracetam,X 30 TABLETAS,30,Linea Farmacia,cobeca,LEVETIRACETAM TAB REC 500MG X30 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25661.jpg,,,lab sin productos en BD,si
190,38332,HO37449,LEVOFLOXACINA 500 MG / 100 ML SOLUCION PARA INFUSION INTRAVENOSA,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,LEVOFLOXACINA INF CRDIST 500 MG / 100 ML INYECTABLE,INYECTABLE,Levofloxacina Inf Crdist,INYECTABLE,,Linea Hospitalaria,cobeca,LEVOFLOXACINA INF INY 500MG/100ML CRDIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21338.jpg,,,lab sin productos en BD,si
191,38335,ME43531/2,LEVOFLOXACINA 750 MG X 5 TABLETAS RECUBIERTAS,crear,,"CALOX INTERNATIONAL, C.A.",no,LEVOFLOXACINA 750 MG X 5 TABLETAS RECUBIERTAS,TABLETAS,Levofloxacino,X 5 TABLETAS,5,Linea Farmacia,cobeca,LEVOFLOXACINA TAB 750MG X5 CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19718.jpg,,,lab existe pero sin match >= T0,si
192,38337,ME43531/4,LEVOFLOXACINA 750 MG X 10 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,LEVOFLOXACINA 750 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Levofloxacino,X 10 TABLETAS,10,Linea Farmacia,cobeca,LEVOFLOXACINA TAB REC 750MG X10 CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24415.jpg,,,lab sin productos en BD,si
193,38338,ME35920/3,LEVOFLOXACINA 500 MG X 10 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION BIUMAK PHARMACEUTICALS, C.A.",si,LEVOFLOXACINA 500 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Levofloxacino,X 10 TABLETAS,10,Linea Farmacia,cobeca,LEVOFLOXACINA TAB REC 500MG X10 BIU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26132.jpg,,,lab sin productos en BD,si
194,38339,ME35920/2,LEVOFLOXACINA 500 MG X 7 TABLETAS RECUBIERTAS,crear,,"LABORATORIO LA SANTE, C.A.",no,LEVOFLOXACINA 500 MG X 7 TABLETAS RECUBIERTAS,TABLETAS,Levofloxacino,X 7 TABLETAS,7,Linea Farmacia,cobeca,LEVOFLOXACINA TAB REC 500MG X7 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24405.jpg,,,lab existe pero sin match >= T0,si
195,38340,ME38925/3,LEVOFLOXACINO 500 MG X 7 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",si,LEVOFLOXACINO 500 MG X 7 TABLETAS RECUBIERTAS,TABLETAS,Levofloxacino,X 7 TABLETAS,7,Linea Farmacia,cobeca,LEVOFLOXACINO TAB 500MG X7 CR CCM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20100.jpg,,,lab existe pero sin match >= T0,si
196,38342,ME38925/2,LEVOFLOXACINO 500 MG X 5 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION ADN MEDICAL, C.A.",si,LEVOFLOXACINO 500 MG X 5 TABLETAS RECUBIERTAS,TABLETAS,Levofloxacino,X 5 TABLETAS,5,Linea Farmacia,cobeca,LEVOFLOXACINO TAB REC 500MG X5 ADN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53252.jpg,,,lab sin productos en BD,si
197,38343,ME38926,LEVOFLOXACINO 750 MG X 5 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION ADN MEDICAL, C.A.",si,LEVOFLOXACINO 750 MG X 5 TABLETAS RECUBIERTAS,TABLETAS,Levofloxacino,X 5 TABLETAS,5,Linea Farmacia,cobeca,LEVOFLOXACINO TAB REC 750MG X5 ADN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53251.jpg,,,lab sin productos en BD,si
198,38344,ME43297,LEVONORGESTREL 1.5 MG X 1 TABLETA RECUBIERTA,crear,,"CASA DE REPRESENTACION INVERSIONES GEAGAR, C.A.",si,LEVONORGESTREL 1.5 MG X 1 TABLETA RECUBIERTA,TABLETAS,Levonorgestrel,TABLETAS,,Linea Farmacia,cobeca,"LEVONORGESTREL TAB 1,5MG X1 GEAG",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50305.jpg,,,lab sin productos en BD,si
199,38349,ME42576/2,LEVOTIROXINA SODICA 100 MCG X 10 TABLETAS,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,LEVOTIROXINA SODICO 100 MCG X 10 TABLETAS,TABLETAS,Levotiroxina Sodico,X 10 TABLETAS,10,Linea Farmacia,cobeca,LEVOTIROXINA SOD TAB 100MCG X10 CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22840.jpg,,,lab sin productos en BD,si
200,38350,ME42576/3,LEVOTIROXINA SODICA 100 MCG X 50 TABLETAS,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,LEVOTIROXINA SODICO 100 MCG X 50 TABLETAS,TABLETAS,Levotiroxina Sodico,X 50 TABLETAS,50,Linea Farmacia,cobeca,LEVOTIROXINA SOD TAB 100MCG X50 CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54490.jpg,,,lab sin productos en BD,si
201,38351,ME43141,LEVOTIROXINA SODICA 50 MCG X 50 TABLETAS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,LEVOTIROXINA SODICO 50 MCG X 50 TABLETAS,TABLETAS,Levotiroxina Sodico,X 50 TABLETAS,50,Linea Farmacia,cobeca,LEVOTIROXINA SOD TAB 50MCG X50 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21408.jpg,,,lab sin productos en BD,si
202,38353,HO32824,LIDOCAINA - EPINEFRINA 2 % - 1:50.000 SOLUCION INYECTABLE,crear,,"CASA DE REPRESENTACION GLOBAL MEDIC, C.A.",si,LIDOCAINA INTRAD GMEDIC 2 ML INYECTABLE,INYECTABLE,Lidocaina Intrad Gmedic,INYECTABLE,,Linea Hospitalaria,cobeca,LIDOCAINA AMP 2%/2ML INTRAD X5 GMEDIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29478.jpg,,,lab existe pero sin match >= T0,si
203,38378,ME40887,LOPERAMIDA 2 MG X 10 TABLETAS,crear,,"CASA DE REPRESENTACION INVERSIONES GEAGAR, C.A.",si,LOPERAMIDA 2 MG X 10 TABLETAS,TABLETAS,Loperamida,TABLETAS,,Linea Farmacia,cobeca,LOPERAMIDA CAP 2MG X10 GEAG,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25399.jpg,,,lab sin productos en BD,si
204,38379,ME43709,LOPERAMIDA 2 MG X 100 COMPRIMIDOS,crear,,CASA DE REPRESENTACION MVGA PHARMA,si,LOPERAMIDA PORTU 2 MG X 100 COMPRIMIDOS,COMPRIMIDOS,Loperamida Portu,X 100 COMPRIMIDOS,100,Linea Farmacia,cobeca,LOPERAMIDA TAB 2MG X100 PORTU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25013.jpg,,,lab sin productos en BD,si
205,38382,ME30034,LORATADINA 1 MG / ML JARABE,asignar,39288,"LABORATORIOS L.O. OFTALMI, C.A.",no,LORATADINA 1 MG / ML SOLUCION ORAL,SOLUCION ORAL,Loratadina,,,,cobeca,LORATADINA SOL ORAL PED 1MG/ML 60ML L.O,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51011.jpg,0,1002,match T0 score 1002,si
206,38384,ME27529/3,LORATADINA 10 MG X 20 TABLETAS,crear,,"LABORATORIO LA SANTE, C.A.",no,LORATADINA 10 MG X 20 TABLETAS,TABLETAS,Loratadina,X 20 TABLETAS,20,Linea Farmacia,cobeca,LORATADINA TAB 10MG X20 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99082.jpg,,,lab existe pero sin match >= T0,si
207,38386,ME28201,LORATADINA 5 MG / 5 ML JARABE,crear,,"LABORATORIOS BUKA, C.A.",si,LORATADINA 5 MG / 5 ML JARABE,JARABE,Loratadina,JARABE,,Linea Farmacia,cobeca,LORATADINA SUSP 5MG/5ML 60ML BUKA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23709.jpg,,,lab sin productos en BD,si
208,38388,ME39177,LORATADINA 10 MG X 10 TABLETAS,asignar,38383,"CALOX INTERNATIONAL, C.A.",no,LORATADINA 10 MG X 10 TABLETAS,TABLETAS,Loratadina,,,,cobeca,LORATADINA TAB 10MG X10 CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9653.jpg,0,1002,match T0 score 1002,si
209,38397,ME29469/3,LOSARTAN POTASICO 50 MG X 20 COMPRIMIDOS RECUBIERTOS,asignar,38409,"LABORATORIOS KIMICEG, C.A.",no,LOSARTAN POTASICO 50 MG X 20 TABLETAS RECUBIERTAS,TABLETAS,Losartan,,,,cobeca,LOSARTAN POTA TAB REC 50MG X20 KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92637.jpg,0,1002,match T0 score 1002,si
210,38398,ME36979,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 50 MG - 12.5 MG COMPRIMIDOS RECU,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,LOSARTAN HCT 50 MG X 30 COMPRIMIDOS,COMPRIMIDOS,Losartan Hct,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,"LOSARTAN/HCT TAB 50MG/12,5MG X30 ANG/H",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20434.jpg,,,lab existe pero sin match >= T0,si
211,38399,ME37542/2,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 10 TABLETAS RECUBIERTAS,asignar,38399,"LABORATORIO LA SANTE, C.A.",no,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Hidroclorotiazida - Losartan,,,,cobeca,LOSARTAN/HCT TAB REC 100/25MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22228.jpg,0,1004,match T0 score 1004,si
212,38402,ME35402/3,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 50 MG - 12.5 MG X 30 COMPRIMIDOS RECU,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,LOSARTAN HCT 50 MG X 30 COMPRIMIDOS,COMPRIMIDOS,Losartan Hct,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,"LOSARTAN/HCT TAB 50MG/12,5MG X30 ANG/H",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20434.jpg,,,lab existe pero sin match >= T0,si
213,38403,ME35402/2,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 50 MG - 12.5 MG X 15 COMPRIMIDOS RECU,crear,,"LABORATORIO LA SANTE, C.A.",no,LOSARTAN HCT 50 MG X 15 COMPRIMIDOS,COMPRIMIDOS,Losartan Hct,X 15 COMPRIMIDOS,15,Linea Farmacia,cobeca,"LOSARTAN/HCT TAB 50/12,5MG X15 PHARME",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90067.jpg,,,lab existe pero sin match >= T0,si
214,38405,ME36110/2,LOSARTAN POTASICO - HIDROCLOROTIZADA 100 MG - 25 MG X 10 TABLETAS RECUBIERTAS,asignar,38399,"LABORATORIO LA SANTE, C.A.",no,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Hidroclorotiazida - Losartan,,,,cobeca,LOSARTAN/HCT TAB REC 100/25MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22228.jpg,0,1004,match T0 score 1004,si
215,38407,ME31205/2,LOSARTAN POTASICO 50 MG X 10 TABLETAS RECUBIERTAS,asignar,38396,"LABORATORIOS LETI, S.A.V.",no,LOSARTAN POTASICO 50 MG X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Losartan,,,,cobeca,LOSARTAN POTA COMP 50MG X10 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3399.jpg,0,1002,match T0 score 1002,si
216,38422,ME38235,GLETOP 20 MG X 60 TABLETAS CON CUBIERTA ENTERICA,crear,,"ARCO IRIS LABORATORIO, C.A.",si,MAGNESIO GLICINATO X 60 TABLETAS,TABLETAS,Magnesio Glicinato,X 60 TABLETAS,60,Linea Farmacia,cobeca,MAGNESIO GLICINATO CAP X60 ARC IRIS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27004.jpg,,,lab sin productos en BD,si
217,38430,ME41135,MATERNAVIT X 30 CAPSULAS BLANDAS,crear,,"CASAS DE REPRESENTACION MEDIFARM, C.A.",si,MATERNAVIT X 30 CAPSULAS BLANDAS,CAPSULAS,Maternavit,X 30 CAPSULAS,30,Linea Farmacia,cobeca,MATERNAVIT CAP BLD X30 MDF,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13652.jpg,,,lab sin productos en BD,si
218,38434,ME43537/2,MEDROXIPROGESTERONA 10 MG X 10 TABLETAS,crear,,"KMPLUS PHARMACEUTICALS, C.A.",si,MEDROXIPROGESTERONA 10 MG X 10 TABLETAS,TABLETAS,Medroxiprogesterona,X 10 TABLETAS,10,Linea Farmacia,cobeca,MEDROXIPROGESTERONA TAB 10MG X10 KMP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53471.jpg,,,lab sin productos en BD,si
219,38438,ME33048,MELOXICAM 15 MG X 10 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,MELOXICAM 15 MG X 10 TABLETAS,TABLETAS,Meloxicam,X 10 TABLETAS,10,Linea Farmacia,cobeca,MELOXICAM TAB 15MG X 10 ANGELUS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28529.jpg,,,lab existe pero sin match >= T0,si
220,38441,ME30976,MELOXICAM 7.5 MG X 10 TABLETAS,crear,,"LABORATORIO LA SANTE, C.A.",no,MELOXICAM 7.5 MG X 10 TABLETAS,TABLETAS,Meloxicam,X 10 TABLETAS,10,Linea Farmacia,cobeca,"MELOXICAM TAB 7,5MG X10 PHARME",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1986.jpg,,,lab existe pero sin match >= T0,si
221,38442,ME43017/2,MEMANTINA CLORHIDRATO 10 MG X 10 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",si,MEMANTINA CLORHIDRATO 10 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Memantina,X 10 TABLETAS,10,Linea Farmacia,cobeca,MEMANTINA TAB 10MG X10 FMED,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50985.jpg,,,lab existe pero sin match >= T0,si
222,38443,ME43017/4,MEMANTINA CLORHIDRATO 10 MG X 28 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",si,MEMANTINA CLORHIDRATO 10 MG X 28 TABLETAS RECUBIERTAS,TABLETAS,Memantina,X 28 TABLETAS,28,Linea Farmacia,cobeca,MEMANTINA TAB 10MG X28 CR CCM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22396.jpg,,,lab existe pero sin match >= T0,si
223,38444,ME43017/3,MEMANTINA CLORHIDRATO 10 MG X 14 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION BIUMAK PHARMACEUTICALS, C.A.",si,MEMANTINA CLORHIDRATO 10 MG X 14 TABLETAS RECUBIERTAS,TABLETAS,Memantina,X 14 TABLETAS,14,Linea Farmacia,cobeca,MEMANTINA TAB REC 10MG X14 BIU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26136.jpg,,,lab sin productos en BD,si
224,38447,HO34365,MEROPENEM 1 G X 10 AMPOLLAS,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,MEROPENEM 1 G X 10 AMPOLLAS,INYECTABLE,Meropenem,X 10 INYECTABLE,10,Linea Hospitalaria,cobeca,MEROPENEM AMP 1G X10 CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26005.jpg,,,lab sin productos en BD,si
225,38452,ME37735,CLORHIDRATO DE METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,CLORHIDRATO DE METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Metformina,X 30 TABLETAS,30,Linea Farmacia,cobeca,METFORMINA TAB 500MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20433.jpg,,,lab existe pero sin match >= T0,si
226,38456,ME42410,METFORMINA CLORHIDRATO 1000 MG X 30 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION LATTAN MEDIC, C.A.",si,METFORMINA LP 1000 MG X 30 TABLETAS,TABLETAS,Metformina Lp,X 30 TABLETAS,30,Linea Farmacia,cobeca,METFORMINA TAB LP 1000MG X30 CR LATT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52951.jpg,,,lab sin productos en BD,si
227,38458,ME36815,METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Metformina,X 30 TABLETAS,30,Linea Farmacia,cobeca,METFORMINA TAB 500MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20433.jpg,,,lab existe pero sin match >= T0,si
228,38460,ME37538,METFORMINA CLORHIDRATO 500 MG X 30 TABLETAS RECUBIERTAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,METFORMINA CLORHIDRATO 500 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Metformina,X 30 TABLETAS,30,Linea Farmacia,cobeca,METFORMINA TAB 500MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20433.jpg,,,lab existe pero sin match >= T0,si
229,38461,ME32508/3,METFORMINA CLORHIDRATO 850 MG X 30 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,METFORMINA CLORHIDRATO 850 MG X 30 TABLETAS,TABLETAS,Metformina,X 30 TABLETAS,30,Linea Farmacia,cobeca,METFORMINA TAB 850MG X 30 ANGELUS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28530.jpg,,,lab existe pero sin match >= T0,si
230,38464,ME42625,METFORMINA CLORHIDRATO 1000 MG X 30 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION LATTAN MEDIC, C.A.",si,METFORMINA LP 1000 MG X 30 TABLETAS,TABLETAS,Metformina Lp,X 30 TABLETAS,30,Linea Farmacia,cobeca,METFORMINA TAB LP 1000MG X30 CR LATT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52951.jpg,,,lab sin productos en BD,si
231,38467,HO44684,METOCLOPRAMIDA 10 MG / 2 ML X 3 AMPOLLAS,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,METOCLOPRAMIDA 10 MG / 2 ML X 3 AMPOLLAS,INYECTABLE,Metoclopramida,X 3 INYECTABLE,3,Linea Hospitalaria,cobeca,METOCLOPRAMIDA AMP 10MG/2ML X3 DISTRILAB,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28789.jpg,,,lab sin productos en BD,si
232,38469,ME36811,METOCLOPRAMIDA 10 MG X 10 TABLETAS,crear,,"LABORATORIOS VICENTI, C.A.",si,METOCLOPRAMIDA 10 MG X 10 TABLETAS,TABLETAS,Metoclopramida,X 10 TABLETAS,10,Linea Farmacia,cobeca,METOCLOPRAMIDA TAB 10MG X10 VIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26729.jpg,,,lab existe pero sin match >= T0,si
233,38475,ME42520,METRONIDAZOL 0.75 % GEL,crear,,"CASA DE REPRESENTACION ZUKATI, C.A.",si,METRONIDAZOL 0.75 % GEL,GEL,Metronidazol,GEL,,Linea Farmacia,cobeca,"METRONIDAZOL GEL 0,75% X 15 G ZUKATI",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28989.jpg,,,lab sin productos en BD,si
234,38476,HO42390,METRONIDAZOL 500 MG / 100 ML SOLUCION PARA INFUSION.,crear,,"IPS DE VENEZUELA, C.A.",si,METRONIDAZOL 500 MG / 100 ML SOLUCION PARA INFUSION.,INYECTABLE,Metronidazol,INYECTABLE,,Linea Hospitalaria,cobeca,METRONIDAZOL SOL INY 500MG/100ML IPS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21360.jpg,,,lab sin productos en BD,si
235,38477,ME42530,METRONIDAZOL 500 MG X 10 OVULOS VAGINALES,crear,,"ALESS PHARMACEUTICALS, C.A.",si,METRONIDAZOL 500 MG X 10 OVULOS VAGINALES,OVULOS,Metronidazol,X 10 OVULOS,10,Linea Farmacia,cobeca,METRONIDAZOL OVU 500MG X10 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21032.jpg,,,lab sin productos en BD,si
236,38478,HO33361,METRONIDAZOL 500 MG / 100 ML SOLUCION PARA INFUSION INTRAVENOSA,crear,,"IPS DE VENEZUELA, C.A.",si,METRONIDAZOL 500 MG / 100 ML SOLUCION PARA INFUSION INTRAVENOSA,INYECTABLE,Metronidazol,INYECTABLE,,Linea Hospitalaria,cobeca,METRONIDAZOL SOL INY 500MG/100ML IPS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21360.jpg,,,lab sin productos en BD,si
237,38482,ME28549/3,METRONIDAZOL 500 MG X 30 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,METRONIDAZOL 500 MG X 30 TABLETAS,TABLETAS,Metronidazol,X 30 TABLETAS,30,Linea Farmacia,cobeca,METRONIDAZOL TAB 500MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21370.jpg,,,lab existe pero sin match >= T0,si
238,38483,ME43038,METRONIDAZOL 500 MG X 30 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,METRONIDAZOL 500 MG X 30 TABLETAS,TABLETAS,Metronidazol,X 30 TABLETAS,30,Linea Farmacia,cobeca,METRONIDAZOL TAB 500MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21370.jpg,,,lab existe pero sin match >= T0,si
239,38487,ME34758,MICROSER 16 MG X 20 TABLETAS,crear,,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",si,BETAHISTINA 16 MG X 20 TABLETAS,TABLETAS,Betahistina,X 20 TABLETAS,20,Linea Farmacia,cobeca,BETAHISTINA TAB 16MG X20 FMED,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51762.jpg,,,lab existe pero sin match >= T0,si
240,38497,ME43809,VERNATE 0.05 % CREMA,asignar,39439,"CALOX INTERNATIONAL, C.A.",no,CLOBETASOL PROPIONATO 0.05 % UNGUENTO,UNGUENTO,Clobetasol,,,,cobeca,"CLOBETASOL PROPIONAT CREM 0,05% 20G CLX",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90441.jpg,0,1000,match T0 score 1000,si
241,38498,ME43124,MIRTAZAPINA 15 MG X 30 TABLETAS RECUBIERTAS,crear,,"CORPORACION CLEOPHARMA, C.A.",si,MIRTAZAPINA 15 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Mirtazapina,X 30 TABLETAS,30,Linea Farmacia,cobeca,MIRTAZAPINA TAB 15MG X30 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25667.jpg,,,lab sin productos en BD,si
242,38499,ME37308,MIRTAZAPINA 30 MG X 30 TABLETAS RECUBIERTAS,crear,,"CALOX INTERNATIONAL, C.A.",no,MIRTAZAPINA 30 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Mirtazapina,X 30 TABLETAS,30,Linea Farmacia,cobeca,MIRTAZAPINA TAB 30MG X30 CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51322.jpg,,,lab existe pero sin match >= T0,si
